transaction_id,account_id,destino_id,tipo,valor,data_hora,canal
TRX0000316,ACC00015,,CARTAO,2178.31,2026-04-01T07:06:37,INTERNET_BANKING
TRX0000317,ACC00064,,SAQUE,2980.45,2026-03-21T09:08:37,INTERNET_BANKING
TRX0000318,ACC00018,ACC00048,PIX,3387.2,2026-05-10T07:51:37,APP
TRX0000319,ACC00096,,CARTAO,1577.9,2026-04-10T03:29:37,APP
TRX0000320,ACC00096,,DEPOSITO,945.51,2026-05-17T19:58:37,APP
TRX0000321,ACC00013,ACC00079,PIX,747.62,2026-05-17T00:34:37,INTERNET_BANKING
TRX0000322,ACC00036,ACC00048,TED,4984.16,2026-03-16T04:34:37,ATM
TRX0000323,ACC00057,,BOLETO,826.05,2026-05-19T16:37:37,APP
TRX0000324,ACC00088,,CARTAO,1167.65,2026-05-17T08:34:37,INTERNET_BANKING
TRX0000325,ACC00046,,DEPOSITO,536.29,2026-05-19T00:30:37,APP
TRX0000326,ACC00016,ACC00106,PIX,287.93,2026-04-23T12:09:37,APP
TRX0000327,ACC00085,,BOLETO,603.44,2026-04-29T05:41:37,CAIXA
TRX0000328,ACC00003,,DEPOSITO,453.14,2026-03-10T04:45:37,APP
TRX0000329,ACC00017,ACC00027,PIX,253.67,2026-05-25T02:34:37,APP
TRX0000330,ACC00098,ACC00076,PIX,1520.49,2026-05-21T10:46:37,APP
TRX0000331,ACC00112,,DEPOSITO,1233.14,2026-05-30T07:20:37,APP
TRX0000332,ACC00116,ACC00036,PIX,553.32,2026-04-15T09:14:37,INTERNET_BANKING
TRX0000333,ACC00019,,DEPOSITO,1139.65,2026-05-11T11:27:37,APP
TRX0000334,ACC00023,,SAQUE,241.48,2026-05-22T17:33:37,APP
TRX0000335,ACC00002,,CARTAO,92.37,2026-05-03T11:50:37,CAIXA
TRX0000336,ACC00042,ACC00034,TED,1008.15,2026-05-09T12:39:37,APP
TRX0000337,ACC00095,,BOLETO,318.33,2026-05-09T17:19:37,APP
TRX0000338,ACC00061,ACC00047,PIX,3371.69,2026-05-31T21:39:37,APP
TRX0000339,ACC00014,ACC00029,TED,606.72,2026-04-30T10:22:37,CAIXA
TRX0000340,ACC00006,,DEPOSITO,258.18,2026-03-04T08:13:37,APP
TRX0000341,ACC00067,ACC00083,PIX,715.03,2026-04-07T00:16:37,ATM
TRX0000342,ACC00008,ACC00109,PIX,280.62,2026-05-09T08:54:37,APP
TRX0000343,ACC00088,ACC00092,PIX,361.42,2026-03-16T13:06:37,APP
TRX0000344,ACC00010,ACC00042,PIX,126.55,2026-05-07T22:21:37,APP
TRX0000345,ACC00009,ACC00080,PIX,192.45,2026-04-08T20:18:37,APP
TRX0000346,ACC00071,ACC00049,PIX,2479.57,2026-03-19T16:23:37,APP
TRX0000347,ACC00068,ACC00065,PIX,1619.9,2026-03-23T12:03:37,APP
TRX0000348,ACC00013,,CARTAO,41.28,2026-04-06T18:18:37,APP
TRX0000349,ACC00084,ACC00071,PIX,235.66,2026-04-01T01:37:37,CAIXA
TRX0000350,ACC00028,,CARTAO,412.54,2026-03-07T21:50:37,CAIXA
TRX0000351,ACC00044,,BOLETO,1166.32,2026-04-02T08:14:37,INTERNET_BANKING
TRX0000352,ACC00013,ACC00041,PIX,248.72,2026-04-21T05:44:37,CAIXA
TRX0000353,ACC00048,,DEPOSITO,965.18,2026-04-21T14:57:37,ATM
TRX0000354,ACC00009,ACC00011,TED,757.51,2026-05-08T08:51:37,CAIXA
TRX0000355,ACC00013,ACC00048,PIX,2683.19,2026-03-29T04:00:37,CAIXA
TRX0000356,ACC00072,,BOLETO,827.29,2026-03-18T03:35:37,APP
TRX0000357,ACC00086,,DEPOSITO,502.68,2026-05-11T18:07:37,ATM
TRX0000358,ACC00097,ACC00118,PIX,528.06,2026-04-28T04:56:37,CAIXA
TRX0000359,ACC00037,ACC00046,PIX,515.92,2026-04-25T00:31:37,INTERNET_BANKING
TRX0000360,ACC00065,,SAQUE,403.98,2026-05-13T20:10:37,APP
TRX0000361,ACC00109,ACC00109,PIX,2258.09,2026-03-29T14:07:37,APP
TRX0000362,ACC00015,ACC00074,PIX,1075.02,2026-04-01T01:19:37,APP
TRX0000363,ACC00055,,CARTAO,176.94,2026-05-28T16:59:37,ATM
TRX0000364,ACC00079,ACC00072,PIX,432.18,2026-03-22T17:51:37,INTERNET_BANKING
TRX0000365,ACC00119,,SAQUE,4133.65,2026-03-07T00:30:37,APP
TRX0000366,ACC00024,,CARTAO,4553.51,2026-03-16T05:40:37,APP
TRX0000367,ACC00044,,DEPOSITO,117.07,2026-04-20T13:29:37,APP
TRX0000368,ACC00073,ACC00009,PIX,418.42,2026-05-20T23:48:37,APP
TRX0000369,ACC00082,,BOLETO,677.11,2026-05-31T02:20:37,ATM
TRX0000370,ACC00028,,DEPOSITO,2952.17,2026-04-04T08:51:37,APP
TRX0000371,ACC00048,ACC00042,PIX,202.28,2026-03-25T02:50:37,INTERNET_BANKING
TRX0000372,ACC00073,ACC00114,TED,477.67,2026-03-27T08:12:37,APP
TRX0000373,ACC00021,ACC00007,PIX,504.34,2026-05-05T08:35:37,INTERNET_BANKING
TRX0000374,ACC00035,,BOLETO,183.13,2026-05-26T15:18:37,INTERNET_BANKING
TRX0000375,ACC00057,,CARTAO,868.9,2026-03-27T07:51:37,APP
TRX0000376,ACC00015,ACC00015,PIX,1565.46,2026-05-06T22:00:37,APP
TRX0000377,ACC00087,ACC00068,TED,701.11,2026-05-08T04:41:37,APP
TRX0000378,ACC00006,,CARTAO,60.27,2026-05-25T03:06:37,INTERNET_BANKING
TRX0000379,ACC00027,ACC00028,PIX,198.62,2026-03-22T18:01:37,INTERNET_BANKING
TRX0000380,ACC00098,,CARTAO,1147.68,2026-04-03T15:09:37,APP
TRX0000381,ACC00064,ACC00023,PIX,487.05,2026-05-18T17:07:37,ATM
TRX0000382,ACC00069,ACC00065,PIX,148.49,2026-03-27T21:41:37,APP
TRX0000383,ACC00086,ACC00010,PIX,551.62,2026-05-22T14:14:37,CAIXA
TRX0000384,ACC00095,,SAQUE,1778.96,2026-03-22T12:08:37,INTERNET_BANKING
TRX0000385,ACC00010,ACC00074,PIX,401.2,2026-03-11T03:22:37,ATM
TRX0000386,ACC00052,,CARTAO,2182.12,2026-03-19T03:09:37,APP
TRX0000387,ACC00052,ACC00042,PIX,970.43,2026-03-06T08:38:37,APP
TRX0000388,ACC00080,ACC00089,TED,129.06,2026-04-06T16:50:37,APP
TRX0000389,ACC00012,,CARTAO,383.77,2026-03-14T04:29:37,APP
TRX0000390,ACC00076,,BOLETO,649.81,2026-05-18T20:41:37,APP
TRX0000391,ACC00040,,CARTAO,541.8,2026-04-06T04:04:37,INTERNET_BANKING
TRX0000392,ACC00022,ACC00082,TED,463.62,2026-03-09T15:02:37,APP
TRX0000393,ACC00066,,DEPOSITO,430.56,2026-05-11T22:47:37,INTERNET_BANKING
TRX0000394,ACC00094,,DEPOSITO,1310.14,2026-03-14T15:40:37,APP
TRX0000395,ACC00031,,CARTAO,423.51,2026-03-08T15:06:37,APP
TRX0000396,ACC00078,,SAQUE,681.26,2026-03-06T01:25:37,INTERNET_BANKING
TRX0000397,ACC00023,,BOLETO,433.68,2026-04-04T16:06:37,APP
TRX0000398,ACC00097,ACC00075,PIX,1070.98,2026-04-03T00:53:37,INTERNET_BANKING
TRX0000399,ACC00119,,CARTAO,8826.7,2026-03-07T21:54:37,INTERNET_BANKING
TRX0000400,ACC00080,,CARTAO,1651.4,2026-03-05T22:58:37,INTERNET_BANKING
TRX0000401,ACC00057,ACC00057,TED,321.4,2026-04-28T02:12:37,APP
TRX0000402,ACC00102,ACC00008,PIX,281.6,2026-03-25T12:36:37,APP
TRX0000403,ACC00010,ACC00058,PIX,664.4,2026-03-11T02:33:37,APP
TRX0000404,ACC00048,,SAQUE,813.39,2026-05-14T00:44:37,APP
TRX0000405,ACC00110,,DEPOSITO,2377.53,2026-04-03T01:43:37,APP
TRX0000406,ACC00060,ACC00102,PIX,136.66,2026-03-07T17:42:37,APP
TRX0000407,ACC00006,ACC00104,TED,807.93,2026-03-17T21:39:37,ATM
TRX0000408,ACC00025,,BOLETO,459.6,2026-05-04T11:42:37,APP
TRX0000409,ACC00008,,BOLETO,1685.3,2026-04-06T22:54:37,APP
TRX0000410,ACC00044,ACC00011,PIX,291.77,2026-03-09T11:03:37,APP
TRX0000411,ACC00023,ACC00091,PIX,344.87,2026-04-03T12:26:37,ATM
TRX0000412,ACC00057,,CARTAO,224.72,2026-05-29T13:21:37,APP
TRX0000413,ACC00048,,BOLETO,299.53,2026-05-20T07:49:37,APP
TRX0000414,ACC00044,ACC00007,PIX,423.28,2026-03-08T01:22:37,APP
TRX0000415,ACC00083,,CARTAO,467.05,2026-05-04T02:14:37,INTERNET_BANKING
TRX0000416,ACC00087,ACC00033,PIX,1157.57,2026-05-30T22:04:37,CAIXA
TRX0000417,ACC00085,,CARTAO,1812.61,2026-03-21T13:02:37,APP
TRX0000418,ACC00043,,SAQUE,1248.4,2026-05-05T21:25:37,APP
TRX0000419,ACC00045,,BOLETO,2974.44,2026-05-26T14:00:37,APP
TRX0000420,ACC00051,,BOLETO,93.15,2026-03-22T19:25:37,APP
TRX0000421,ACC00040,ACC00083,PIX,1035.44,2026-03-13T19:15:37,APP
TRX0000422,ACC00105,ACC00090,PIX,1224.67,2026-03-13T05:33:37,APP
TRX0000423,ACC00095,,CARTAO,929.41,2026-04-14T15:19:37,APP
TRX0000424,ACC00083,,CARTAO,1221.94,2026-03-09T15:12:37,APP
TRX0000425,ACC00047,,DEPOSITO,173.58,2026-05-18T07:51:37,APP
TRX0000426,ACC00099,,DEPOSITO,961.03,2026-03-10T11:25:37,APP
TRX0000427,ACC00020,ACC00109,TED,576.31,2026-04-05T17:12:37,INTERNET_BANKING
TRX0000428,ACC00065,ACC00107,PIX,326.69,2026-03-20T18:55:37,APP
TRX0000429,ACC00068,ACC00044,PIX,1487.08,2026-03-30T21:08:37,INTERNET_BANKING
TRX0000430,ACC00080,,CARTAO,694.48,2026-05-12T23:18:37,APP
TRX0000431,ACC00024,,DEPOSITO,152.15,2026-03-18T10:33:37,APP
TRX0000432,ACC00116,ACC00057,TED,507.11,2026-04-23T10:18:37,INTERNET_BANKING
TRX0000433,ACC00047,,BOLETO,107.62,2026-04-19T09:59:37,INTERNET_BANKING
TRX0000434,ACC00079,,DEPOSITO,1345.09,2026-04-15T05:03:37,ATM
TRX0000435,ACC00030,ACC00040,PIX,104.33,2026-04-18T23:11:37,APP
TRX0000436,ACC00101,ACC00107,PIX,1976.25,2026-03-20T16:26:37,CAIXA
TRX0000437,ACC00087,,DEPOSITO,476.55,2026-03-03T22:14:37,INTERNET_BANKING
TRX0000438,ACC00037,,BOLETO,4340.19,2026-03-03T09:37:37,INTERNET_BANKING
TRX0000439,ACC00021,,CARTAO,399.74,2026-05-02T05:25:37,APP
TRX0000440,ACC00112,ACC00083,PIX,2595.64,2026-05-01T12:03:37,INTERNET_BANKING
TRX0000441,ACC00048,,BOLETO,2922.2,2026-04-02T16:17:37,APP
TRX0000442,ACC00067,ACC00037,TED,438.99,2026-05-18T09:46:37,APP
TRX0000443,ACC00021,,BOLETO,234.65,2026-03-29T04:33:37,ATM
TRX0000444,ACC00107,ACC00117,PIX,277.3,2026-05-15T11:33:37,INTERNET_BANKING
TRX0000445,ACC00058,,CARTAO,1309.63,2026-03-14T23:11:37,ATM
TRX0000446,ACC00007,,CARTAO,149.1,2026-03-21T08:02:37,ATM
TRX0000447,ACC00011,,DEPOSITO,115.66,2026-05-09T10:01:37,INTERNET_BANKING
TRX0000448,ACC00013,,SAQUE,775.15,2026-03-26T20:19:37,INTERNET_BANKING
TRX0000449,ACC00019,ACC00037,PIX,156.32,2026-05-21T09:15:37,APP
TRX0000450,ACC00061,,BOLETO,23.75,2026-03-10T20:11:37,INTERNET_BANKING
TRX0000451,ACC00061,ACC00001,PIX,1336.32,2026-05-18T20:46:37,ATM
TRX0000452,ACC00003,,SAQUE,148.59,2026-05-09T02:53:37,APP
TRX0000453,ACC00094,,BOLETO,272.81,2026-04-26T01:39:37,INTERNET_BANKING
TRX0000454,ACC00037,,BOLETO,936.81,2026-05-24T10:29:37,INTERNET_BANKING
TRX0000455,ACC00054,ACC00080,PIX,903.83,2026-05-07T16:08:37,APP
TRX0000456,ACC00015,ACC00064,PIX,732.32,2026-05-13T16:36:37,APP
TRX0000457,ACC00003,,BOLETO,1446.21,2026-03-17T05:07:37,CAIXA
TRX0000458,ACC00019,ACC00001,PIX,1573.34,2026-04-20T22:12:37,ATM
TRX0000459,ACC00031,,BOLETO,472.15,2026-04-05T07:18:37,INTERNET_BANKING
TRX0000460,ACC00011,,BOLETO,59.27,2026-05-03T11:39:37,APP
TRX0000461,ACC00068,ACC00101,TED,156.04,2026-05-04T00:11:37,APP
TRX0000462,ACC00071,,CARTAO,2529.58,2026-03-14T04:18:37,APP
TRX0000463,ACC00082,ACC00048,PIX,228.08,2026-05-07T13:19:37,ATM
TRX0000464,ACC00003,,DEPOSITO,490.42,2026-04-29T06:45:37,INTERNET_BANKING
TRX0000465,ACC00094,,BOLETO,806.55,2026-05-14T19:27:37,ATM
TRX0000466,ACC00095,,CARTAO,574.68,2026-05-25T20:53:37,APP
TRX0000467,ACC00070,,DEPOSITO,479.76,2026-03-13T04:13:37,ATM
TRX0000468,ACC00100,,BOLETO,853.02,2026-05-03T07:46:37,APP
TRX0000469,ACC00024,ACC00009,PIX,343.38,2026-03-06T14:24:37,ATM
TRX0000470,ACC00059,ACC00026,PIX,196.51,2026-04-22T05:49:37,INTERNET_BANKING
TRX0000471,ACC00026,,DEPOSITO,1698.26,2026-05-16T01:16:37,APP
TRX0000472,ACC00066,,CARTAO,102.38,2026-05-01T17:36:37,ATM
TRX0000473,ACC00033,ACC00083,TED,232.53,2026-05-30T10:32:37,INTERNET_BANKING
TRX0000474,ACC00046,,DEPOSITO,269.79,2026-04-29T19:52:37,INTERNET_BANKING
TRX0000475,ACC00043,ACC00103,TED,662.29,2026-04-14T15:20:37,APP
TRX0000476,ACC00114,ACC00057,TED,378.8,2026-03-08T15:52:37,ATM
TRX0000477,ACC00050,,CARTAO,827.87,2026-05-21T09:11:37,APP
TRX0000478,ACC00064,,BOLETO,2096.91,2026-05-03T02:39:37,APP
TRX0000479,ACC00103,ACC00055,PIX,668.71,2026-05-29T20:50:37,ATM
TRX0000480,ACC00078,,CARTAO,53.11,2026-04-24T14:52:37,INTERNET_BANKING
TRX0000481,ACC00042,,DEPOSITO,273.25,2026-03-03T20:01:37,APP
TRX0000482,ACC00040,,CARTAO,400.48,2026-03-24T20:28:37,APP
TRX0000483,ACC00089,,CARTAO,4105.85,2026-04-24T12:35:37,ATM
TRX0000484,ACC00112,,BOLETO,226.22,2026-03-03T16:19:37,ATM
TRX0000485,ACC00036,,DEPOSITO,627.69,2026-04-03T01:43:37,APP
TRX0000486,ACC00010,,SAQUE,2314.61,2026-04-10T10:48:37,INTERNET_BANKING
TRX0000487,ACC00103,ACC00021,PIX,327.78,2026-05-12T15:16:37,ATM
TRX0000488,ACC00019,,CARTAO,194.22,2026-04-02T10:12:37,ATM
TRX0000489,ACC00005,ACC00031,PIX,1013.69,2026-05-15T15:00:37,INTERNET_BANKING
TRX0000490,ACC00047,ACC00073,PIX,351.34,2026-05-16T03:11:37,ATM
TRX0000491,ACC00020,ACC00048,PIX,903.65,2026-05-31T21:33:37,CAIXA
TRX0000492,ACC00098,,CARTAO,398.9,2026-04-03T07:35:37,APP
TRX0000493,ACC00051,ACC00036,PIX,239.27,2026-03-26T21:54:37,INTERNET_BANKING
TRX0000494,ACC00015,,CARTAO,201.21,2026-04-24T12:23:37,APP
TRX0000495,ACC00050,ACC00016,TED,364.52,2026-04-10T09:57:37,INTERNET_BANKING
TRX0000496,ACC00034,ACC00028,TED,154.68,2026-03-12T19:40:37,ATM
TRX0000497,ACC00037,ACC00063,TED,1383.58,2026-04-04T03:20:37,ATM
TRX0000498,ACC00018,ACC00058,PIX,279.48,2026-05-14T11:44:37,INTERNET_BANKING
TRX0000499,ACC00092,,CARTAO,413.32,2026-04-11T03:42:37,APP
TRX0000500,ACC00109,,CARTAO,1442.74,2026-04-27T15:41:37,APP
TRX0000501,ACC00009,,DEPOSITO,1848.16,2026-04-13T10:56:37,APP
TRX0000502,ACC00109,,BOLETO,1154.79,2026-03-28T18:59:37,APP
TRX0000503,ACC00082,,CARTAO,813.64,2026-04-21T06:26:37,APP
TRX0000504,ACC00016,ACC00102,PIX,1337.48,2026-05-18T18:42:37,INTERNET_BANKING
TRX0000505,ACC00102,,CARTAO,308.51,2026-04-09T08:46:37,APP
TRX0000506,ACC00048,ACC00071,TED,810.31,2026-04-20T06:44:37,APP
TRX0000507,ACC00114,ACC00040,TED,1242.24,2026-05-13T12:19:37,CAIXA
TRX0000508,ACC00092,ACC00068,PIX,588.65,2026-04-01T02:33:37,APP
TRX0000509,ACC00053,,CARTAO,174.89,2026-03-20T22:38:37,INTERNET_BANKING
TRX0000510,ACC00041,,CARTAO,119.16,2026-03-03T04:04:37,CAIXA
TRX0000511,ACC00067,ACC00113,PIX,1849.58,2026-03-03T18:34:37,INTERNET_BANKING
TRX0000512,ACC00071,,SAQUE,1026.33,2026-05-10T18:52:37,INTERNET_BANKING
TRX0000513,ACC00017,ACC00117,TED,373.92,2026-04-03T16:38:37,ATM
TRX0000514,ACC00107,ACC00020,PIX,2052.18,2026-04-27T13:43:37,APP
TRX0000515,ACC00021,ACC00091,PIX,3188.27,2026-05-08T06:11:37,APP
TRX0000516,ACC00067,,SAQUE,453.23,2026-03-20T00:20:37,ATM
TRX0000517,ACC00026,ACC00071,TED,111.11,2026-05-04T07:19:37,CAIXA
TRX0000518,ACC00081,ACC00069,TED,4897.97,2026-03-31T22:31:37,INTERNET_BANKING
TRX0000519,ACC00083,ACC00075,PIX,572.67,2026-05-12T03:52:37,APP
TRX0000520,ACC00085,ACC00116,PIX,1195.43,2026-03-23T12:14:37,APP
TRX0000521,ACC00108,,BOLETO,866.28,2026-03-25T21:52:37,APP
TRX0000522,ACC00004,,BOLETO,77.33,2026-05-01T00:49:37,APP
TRX0000523,ACC00034,,BOLETO,376.75,2026-03-17T04:57:37,INTERNET_BANKING
TRX0000524,ACC00080,ACC00064,PIX,341.64,2026-03-27T17:55:37,APP
TRX0000525,ACC00070,,BOLETO,237.88,2026-04-23T17:59:37,INTERNET_BANKING
TRX0000526,ACC00104,ACC00052,PIX,1800.98,2026-03-25T12:41:37,APP
TRX0000527,ACC00010,ACC00021,PIX,164.19,2026-04-10T15:09:37,INTERNET_BANKING
TRX0000528,ACC00062,,BOLETO,296.52,2026-05-08T11:18:37,APP
TRX0000529,ACC00041,ACC00041,PIX,748.76,2026-03-19T04:16:37,ATM
TRX0000530,ACC00111,,CARTAO,875.74,2026-05-27T13:27:37,INTERNET_BANKING
TRX0000531,ACC00048,ACC00014,PIX,1691.69,2026-04-17T15:38:37,APP
TRX0000532,ACC00060,ACC00058,TED,700.23,2026-03-07T19:21:37,APP
TRX0000533,ACC00013,,CARTAO,474.45,2026-03-10T09:40:37,APP
TRX0000534,ACC00054,ACC00111,PIX,827.66,2026-05-08T15:41:37,ATM
TRX0000535,ACC00105,ACC00074,PIX,221.19,2026-05-01T19:19:37,APP
TRX0000536,ACC00025,,DEPOSITO,334.15,2026-05-16T16:00:37,INTERNET_BANKING
TRX0000537,ACC00060,,CARTAO,299.97,2026-03-03T17:57:37,INTERNET_BANKING
TRX0000538,ACC00012,,BOLETO,273.69,2026-05-16T05:55:37,INTERNET_BANKING
TRX0000539,ACC00031,ACC00046,TED,529.5,2026-05-30T11:10:37,CAIXA
TRX0000540,ACC00037,,BOLETO,546.27,2026-04-28T17:01:37,APP
TRX0000541,ACC00087,,BOLETO,147.85,2026-03-12T23:11:37,CAIXA
TRX0000542,ACC00056,,BOLETO,16438.84,2026-04-25T02:25:37,ATM
TRX0000543,ACC00098,,SAQUE,816.46,2026-05-09T09:26:37,CAIXA
TRX0000544,ACC00073,,BOLETO,833.27,2026-05-10T03:36:37,ATM
TRX0000545,ACC00010,ACC00058,PIX,442.44,2026-05-24T02:12:37,APP
TRX0000546,ACC00036,,BOLETO,1040.63,2026-05-08T17:04:37,INTERNET_BANKING
TRX0000547,ACC00016,ACC00013,PIX,945.66,2026-03-29T03:27:37,ATM
TRX0000548,ACC00102,,DEPOSITO,466.38,2026-04-29T08:21:37,APP
TRX0000549,ACC00097,,SAQUE,1778.61,2026-04-08T20:27:37,CAIXA
TRX0000550,ACC00065,ACC00005,PIX,489.54,2026-05-26T20:34:37,INTERNET_BANKING
TRX0000551,ACC00043,ACC00067,PIX,494.83,2026-05-23T04:18:37,INTERNET_BANKING
TRX0000552,ACC00078,ACC00018,PIX,299.98,2026-05-13T15:02:37,INTERNET_BANKING
TRX0000553,ACC00079,,SAQUE,499.64,2026-03-03T01:47:37,APP
TRX0000554,ACC00095,,BOLETO,87.53,2026-05-03T05:49:37,APP
TRX0000555,ACC00107,,SAQUE,882.91,2026-04-04T00:20:37,APP
TRX0000556,ACC00039,ACC00003,PIX,5906.38,2026-04-06T09:18:37,APP
TRX0000557,ACC00087,,DEPOSITO,452.55,2026-03-12T23:36:37,ATM
TRX0000558,ACC00102,,DEPOSITO,486.26,2026-05-17T22:04:37,APP
TRX0000559,ACC00004,ACC00034,PIX,366.26,2026-05-15T05:54:37,INTERNET_BANKING
TRX0000560,ACC00101,ACC00075,PIX,418.61,2026-04-13T13:49:37,INTERNET_BANKING
TRX0000561,ACC00093,,CARTAO,1286.54,2026-03-11T10:49:37,CAIXA
TRX0000562,ACC00081,,CARTAO,5309.48,2026-04-01T09:13:37,INTERNET_BANKING
TRX0000563,ACC00019,,DEPOSITO,444.72,2026-03-19T06:49:37,APP
TRX0000564,ACC00090,,CARTAO,1299.12,2026-05-06T18:39:37,APP
TRX0000565,ACC00054,,DEPOSITO,271.65,2026-04-01T10:28:37,APP
TRX0000566,ACC00065,ACC00118,PIX,668.79,2026-05-05T05:29:37,APP
TRX0000567,ACC00109,ACC00008,TED,1600.45,2026-05-15T18:20:37,INTERNET_BANKING
TRX0000568,ACC00067,ACC00042,PIX,298.24,2026-05-09T20:57:37,APP
TRX0000569,ACC00062,,BOLETO,538.35,2026-03-11T02:36:37,INTERNET_BANKING
TRX0000570,ACC00059,ACC00044,PIX,1044.33,2026-04-15T14:39:37,INTERNET_BANKING
TRX0000571,ACC00087,ACC00093,PIX,1813.74,2026-03-07T16:38:37,APP
TRX0000572,ACC00103,ACC00079,PIX,724.92,2026-03-17T15:47:37,INTERNET_BANKING
TRX0000573,ACC00032,,SAQUE,332.46,2026-05-20T00:03:37,APP
TRX0000574,ACC00039,,DEPOSITO,18.91,2026-05-06T07:07:37,INTERNET_BANKING
TRX0000575,ACC00091,ACC00062,TED,78.17,2026-04-08T00:04:37,APP
TRX0000576,ACC00120,,CARTAO,942.23,2026-04-24T03:16:37,INTERNET_BANKING
TRX0000577,ACC00016,,SAQUE,507.73,2026-05-17T01:31:37,APP
TRX0000578,ACC00051,,CARTAO,1022.15,2026-04-22T20:17:37,ATM
TRX0000579,ACC00038,ACC00092,PIX,4230.88,2026-05-30T19:43:37,APP
TRX0000580,ACC00119,,BOLETO,605.28,2026-04-22T00:47:37,INTERNET_BANKING
TRX0000581,ACC00028,ACC00069,TED,859.58,2026-04-17T05:13:37,CAIXA
TRX0000582,ACC00072,ACC00018,PIX,952.98,2026-04-23T03:47:37,APP
TRX0000583,ACC00095,,DEPOSITO,95.35,2026-05-19T09:43:37,APP
TRX0000584,ACC00116,,BOLETO,3540.96,2026-04-21T15:49:37,ATM
TRX0000585,ACC00013,ACC00092,PIX,801.33,2026-04-13T11:46:37,ATM
TRX0000586,ACC00088,ACC00001,PIX,4060.28,2026-03-09T23:24:37,APP
TRX0000587,ACC00119,,CARTAO,116.53,2026-04-04T02:10:37,INTERNET_BANKING
TRX0000588,ACC00113,ACC00084,PIX,1065.08,2026-03-24T13:50:37,INTERNET_BANKING
TRX0000589,ACC00037,ACC00083,PIX,1425.09,2026-04-09T10:10:37,CAIXA
TRX0000590,ACC00099,ACC00074,TED,2393.51,2026-05-17T07:23:37,APP
TRX0000591,ACC00095,,BOLETO,909.54,2026-04-06T10:04:37,INTERNET_BANKING
TRX0000592,ACC00118,,BOLETO,725.21,2026-05-23T13:28:37,APP
TRX0000593,ACC00120,ACC00108,PIX,97.2,2026-05-02T08:47:37,APP
TRX0000594,ACC00064,ACC00096,TED,162.83,2026-04-01T08:23:37,APP
TRX0000595,ACC00119,,CARTAO,640.61,2026-03-26T12:09:37,ATM
TRX0000596,ACC00119,,CARTAO,9085.34,2026-05-26T19:57:37,APP
TRX0000597,ACC00083,ACC00064,PIX,154.13,2026-04-11T06:30:37,INTERNET_BANKING
TRX0000598,ACC00018,,CARTAO,2233.96,2026-04-18T02:03:37,APP
TRX0000599,ACC00104,ACC00021,PIX,686.22,2026-05-11T18:16:37,APP
TRX0000600,ACC00083,,BOLETO,1252.96,2026-05-12T07:15:37,CAIXA
TRX0000601,ACC00102,,SAQUE,2609.46,2026-03-23T13:02:37,INTERNET_BANKING
TRX0000602,ACC00023,ACC00082,TED,1799.23,2026-04-04T10:36:37,INTERNET_BANKING
TRX0000603,ACC00106,ACC00042,PIX,405.85,2026-03-07T07:06:37,APP
TRX0000604,ACC00086,,BOLETO,61.01,2026-03-07T17:07:37,APP
TRX0000605,ACC00120,,SAQUE,2694.48,2026-03-29T14:26:37,APP
TRX0000606,ACC00058,ACC00043,TED,97.73,2026-05-07T09:03:37,APP
TRX0000607,ACC00093,,CARTAO,1695.27,2026-03-17T04:35:37,APP
TRX0000608,ACC00089,,BOLETO,458.51,2026-03-24T15:39:37,APP
TRX0000609,ACC00040,ACC00088,PIX,2012.06,2026-04-21T12:04:37,ATM
TRX0000610,ACC00115,,CARTAO,456.62,2026-03-20T16:30:37,INTERNET_BANKING
TRX0000611,ACC00016,,DEPOSITO,148.4,2026-05-20T14:50:37,ATM
TRX0000612,ACC00029,,CARTAO,397.17,2026-03-25T13:39:37,INTERNET_BANKING
TRX0000613,ACC00059,,SAQUE,1523.6,2026-03-16T11:12:37,APP
TRX0000614,ACC00090,ACC00061,TED,221.73,2026-04-30T21:25:37,ATM
TRX0000615,ACC00103,,BOLETO,1423.53,2026-03-27T13:51:37,APP
TRX0000616,ACC00088,,BOLETO,960.02,2026-03-20T03:43:37,APP
TRX0000617,ACC00068,,CARTAO,2176.0,2026-03-06T15:01:37,ATM
TRX0000618,ACC00118,,BOLETO,255.82,2026-03-29T02:13:37,APP
TRX0000619,ACC00116,,BOLETO,2155.88,2026-05-01T14:41:37,INTERNET_BANKING
TRX0000620,ACC00022,,CARTAO,1005.84,2026-03-26T05:01:37,INTERNET_BANKING
TRX0000621,ACC00088,ACC00075,TED,302.98,2026-05-07T02:25:37,APP
TRX0000622,ACC00116,,CARTAO,1459.42,2026-03-07T03:44:37,CAIXA
TRX0000623,ACC00017,ACC00059,PIX,2084.17,2026-03-04T23:13:37,INTERNET_BANKING
TRX0000624,ACC00072,ACC00104,PIX,711.07,2026-03-07T05:17:37,APP
TRX0000625,ACC00003,ACC00105,PIX,1044.83,2026-05-15T01:10:37,APP
TRX0000626,ACC00075,ACC00055,PIX,7849.66,2026-03-31T17:38:37,APP
TRX0000627,ACC00009,ACC00008,PIX,966.87,2026-03-07T22:28:37,APP
TRX0000628,ACC00009,ACC00061,PIX,375.4,2026-03-27T01:12:37,APP
TRX0000629,ACC00053,ACC00018,PIX,763.19,2026-03-07T19:04:37,APP
TRX0000630,ACC00094,ACC00054,PIX,156.36,2026-04-08T10:28:37,CAIXA
